"PhD Thesis-Accounting","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"","999
077","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
122","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"ACCT I S
232","Dept. Total","2700","3.225","27.1","23.0","29.5","8.4","8.0","1.8","0.3","0.2","",".",".","",".","",".","1.7",".",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","462","2.925","18.4","13.9","36.1","8.4","18.0","4.3","0.6",".","",".",".","",".","",".",".",".",".","0.2"
"Junior","","815","3.136","24.7","20.0","31.8","10.8","9.9","2.0","0.6",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","757","3.216","22.9","26.0","32.1","11.4","5.8","1.5",".","0.3","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","2034","3.118","22.6","20.8","32.9","10.5","10.2","2.3","0.4","0.1","",".",".","",".","",".","0.1",".",".","0.0"
"Special","","22","3.091","31.8","9.1","31.8","9.1","13.6","4.5",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","635","3.590","41.1","29.9","18.9","1.7","0.8",".",".","0.6","",".",".","",".","",".","6.9",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","8","3.813","62.5","37.5",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","9","3.778","55.6","44.4",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","2700","3.225","27.1","23.0","29.5","8.4","8.0","1.8","0.3","0.2","",".",".","",".","",".","1.7",".",".","0.0"
