"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","39","1.872","25.6",".","28.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","18","2.000","16.7",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
602","18","1.500","5.6",".","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","36","1.750","11.1",".","41.7",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"","711
002","61","1.328","8.2",".","29.5",".","4.9","1.6",".",".",".",".",".",".",".",".",".","."
"","711
003","32","1.250","9.4",".","18.8",".","15.6",".",".",".",".",".",".",".",".",".",".","."
"","711
005","32","1.313",".",".","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","125","1.304","6.4",".","30.4",".","6.4","0.8",".",".",".",".",".",".",".",".",".","."
"","714
001","42","0.905","2.4",".","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","714
002","47","1.085","8.5",".","23.4",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","004
714","49","1.633","10.2",".","36.7",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"","714
005","46","0.848","4.3",".","19.6",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","184","1.130","6.5",".","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","723
001","22","1.364",".",".","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","22","1.091",".",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","25","1.440","4.0",".","40.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","723
008","17","0.706",".",".","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","86","1.186","1.2",".","37.2",".","1.2",".",".",".",".",".",".",".",".",".",".","."
"","731
001","17","1.375","11.8",".","23.5",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","731
002","54","1.088","9.3",".","14.8",".","11.1","1.9",".","5.6",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","71","1.155","9.9",".","16.9",".","9.9","1.4",".","5.6",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","25","1.083","8.0",".","20.0",".","4.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","12","1.700","16.7",".","25.0",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","15","1.133","13.3",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
001","21","1.211","14.3",".","14.3",".","4.8",".",".","9.5",".",".",".",".",".",".",".","."
"","002
740","38","1.000","2.6",".","28.9",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","59","1.071","6.8",".","23.7",".","1.7",".",".","5.1",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","31","1.036","6.5",".","16.1",".","9.7",".",".","9.7",".",".",".",".",".",".",".","."
"Negotiations","743
002","14","1.786","28.6",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Antitrust","748
001","11","0.273",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","11","1.636","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","22","1.667","22.7",".","22.7",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"Evidence","801
001","32","1.759","9.4",".","40.6",".",".",".",".","9.4",".",".",".",".",".",".",".","."
"Civil Procedure II","802
002","54","0.833","5.6",".","14.8",".","3.7",".",".","11.1",".",".",".",".",".",".",".","."
"Advanced Legal Writing","808
001","6","2.167","16.7",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Law","818
001","9","1.611","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Insurance Law","825
001","10","1.111","10.0",".","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","11","1.636","9.1",".","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 340 of 421",""
