"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","72","2.918","4.2","30.6","31.9","9.7","12.5","2.8","1.4","5.6",".",".",".",".","1.4",".",".","."
"Amer Hist-Civil War-Present","102","001","141","3.115","23.4","31.9","19.1","12.1","6.4","1.4","4.3",".",".",".",".",".",".","1.4",".","."
"Intro-E Asian History:China","103","001","70","3.634","51.4","25.7","14.3","1.4","2.9",".",".",".",".",".",".",".",".",".","4.3","."
"Intro-E Asian History:Japan","104","001","73","3.120","26.0","27.4","21.9","9.6","6.8",".","5.5","2.7",".",".",".",".",".",".",".","."
"Intro-History of Africa","105","001","47","3.476","29.8","31.9","21.3",".","4.3",".",".",".",".",".",".",".",".","12.8",".","."
"","108","001","22","3.727","81.8",".","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","108","002","17","3.559","41.2","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to E Asian Hist - Korea","","Course Total","39","3.654","64.1","15.4","15.4","2.6",".","2.6",".",".",".",".",".",".",".",".",".","."
"Modern Europe 1500-1815","119","001","69","3.206","20.3","31.9","24.6","11.6","10.1",".",".","1.4",".",".",".",".",".",".",".","."
"Europe&Mod World 1815-On","120","001","139","3.165","10.8","36.0","35.3","9.4","5.0","1.4",".","2.2",".",".",".",".",".",".",".","."
"English History to 1688","123","002","54","3.093","11.1","25.9","25.9","7.4","7.4",".","1.9","20.4",".",".",".",".",".",".",".","."
"Green Screen","125","001","39","3.403","17.9","33.3","23.1","5.1",".",".",".","20.5",".",".",".",".",".",".",".","."
"Amer Histories: 19th Century","150","001","70","3.261","22.9","28.6","32.9","8.6","4.3","1.4",".","1.4",".",".",".",".",".",".",".","."
"Asian Am Hist:Movmnt&Dislocatn","160","001","99","3.576","53.5","25.3","12.1","3.0","5.1","1.0",".",".",".",".",".",".",".",".",".","."
"","200","001","14","3.393","21.4","42.9","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","200","003","12","3.417","41.7","33.3","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","200","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Historical Studies","","Course Total","28","3.407","28.6","39.3","21.4","3.6",".","3.6",".","3.6",".",".",".",".",".",".",".","."
"","201","001","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201","002","33","3.547","33.3","51.5","9.1",".",".","3.0",".",".",".",".",".",".",".","3.0",".","."
"","201","003","34","3.662","76.5",".","11.8","2.9","8.8",".",".",".",".",".",".",".",".",".",".","."
"","201","004","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201","005","34","3.288","8.8","50.0","29.4","5.9","2.9",".",".",".",".",".",".",".","2.9",".",".","."
"The Historian's Craft","","Course Total","126","3.538","42.9","34.1","15.1","2.4","3.2","0.8",".",".",".",".",".",".","0.8","0.8",".","."
"Islam Wrld:MidEast,500-1500","205","001","30","3.607","43.3","33.3","13.3",".","3.3",".",".","6.7",".",".",".",".",".",".",".","."
"The American Jewish Experience","219","001","85","3.428","36.5","29.4","16.5","11.8","3.5",".",".","2.4",".",".",".",".",".",".",".","."
"Intro to Modern Jewish Hist","220","001","13","3.563","23.1","23.1","15.4",".",".",".",".","38.5",".",".",".",".",".",".",".","."
"","223","001","71","3.066","15.5","36.6","21.1","12.7","2.8","2.8","4.2","4.2",".",".",".",".",".",".",".","."
"","223","004","36","3.387","25.0","27.8","25.0","5.6","2.8",".",".","11.1",".",".",".",".","2.8",".",".","."
"Exploration-European Hist (H)","","Course Total","107","3.148","18.7","33.6","22.4","10.3","2.8","1.9","2.8","6.5",".",".",".",".","0.9",".",".","."
"Exploration-3rd World Hist (H)","225","001","45","3.679","40.0","42.2","2.2",".","2.2",".",".","11.1",".",".",".",".",".","2.2",".","."
"History of Race and Ethnicity","227","001","46","3.012",".","41.3","34.8","4.3","10.9",".","2.2","4.3",".",".",".",".",".","2.2",".","."
"Braided Hists. Abrahamic Rels.","230","001","48","3.276","18.8","14.6","16.7","6.3","2.1","2.1",".","37.5",".",".",".",".","2.1",".",".","."
"Mod Latin Am, 1898 to Present","242","002","34","3.773","52.9","44.1",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"SE Asia:Vietnam to Philipns","244","001","43","2.972","18.6","23.3","18.6","9.3","4.7","4.7","4.7",".",".",".",".",".",".","16.3",".","."
"Intro East Asian Civilizations","255","001","20","3.706","55.0","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","15.0","."
"American Legal History to 1860","261","001","16","3.100","18.8","25.0","31.3","6.3","6.3","6.3",".",".",".",".",".",".",".",".","6.3","."
"Dimensions-Material Culture","264","001","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Religions","267","001","12","3.636","50.0","25.0","8.3","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"Eastern Europe since 1900","270","002","49","3.307","18.4","34.7","26.5","8.2",".","2.0",".","10.2",".",".",".",".",".",".",".","."
"Topics in LGBT History","275","001","11","3.773","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","26","3.528","15.4","46.2","3.8","3.8",".",".",".","30.8",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 240 of 421",""
