"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Special Problems","999
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"BSE
112","Dept. Total","452","3.214","20.8","15.7","21.7","4.9","5.5","1.8","",".","1.8","0.2","13.3","",".","6.4","7.1",".","0.4","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","26","3.034","19.2","26.9","15.4","3.8","19.2","3.8","",".",".",".","11.5","",".",".",".",".",".","."
"Junior","","94","3.061","10.6","22.3","38.3","8.5","8.5","2.1","",".",".",".","9.6","",".",".",".",".",".","."
"Senior","","260","3.229","20.4","15.8","21.2","5.0","4.6","1.9","",".",".",".","18.5","",".",".","12.3",".",".","0.4"
"Undergraduates","","380","3.164","17.9","18.2","25.0","5.8","6.6","2.1","",".",".",".","15.8","",".",".","8.4",".",".","0.3"
"Special","","8","3.800","37.5","25.0",".",".",".",".","",".",".",".",".","",".",".",".",".","25.0","12.5"
"Graduate","","64","3.864","35.9",".","4.7",".",".",".","",".","12.5","1.6",".","",".","45.3",".",".",".","."
"","Dept. Total","452","3.214","20.8","15.7","21.7","4.9","5.5","1.8","",".","1.8","0.2","13.3","",".","6.4","7.1",".","0.4","0.4"
