"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","",""
"Human Language","101
001","139","3.372","38.1","27.3","16.5","8.6","5.8","1.4","0.7","1.4",".",".",".",".",".",".",".","."
"Intro Ling-Descript&Theoret","301
001","29","3.446","48.3","20.7","17.2","3.4","3.4",".","3.4","3.4",".",".",".",".",".",".",".","."
"Phonology","310
001","9","3.167","33.3","11.1","33.3",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"Syntax","330
001","21","3.167","33.3","23.8","19.0","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"Survey-N Amer Indian Languages","371
001","14","3.750","64.3","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Field Methods I","426
001","13","3.917","76.9","15.4",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Language and Culture","430
001","18","3.526","38.9","22.2","27.8","5.6",".",".",".",".",".",".",".",".","5.6",".",".","."
"Honors Seminar-Sr Thesis","681
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Methods&Materials","800
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","979
001","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","990
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"Independent Reading","999
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"LINGUIS
550","Dept. Total","261","3.432","42.1","23.0","15.7","6.5","5.0","0.8","1.1","1.9",".",".",".","2.3","1.5",".",".","."
