"BUS","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Beginning a Research Career","933
001","14","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"GEN BUS
231","Dept. Total","3555","3.396","45.0","23.5","19.0","6.3","4.0","0.5","0.3","0.5","0.0","0.8","",".","",".","0.1",".","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.781","75.6","15.6","3.3","1.1","2.2",".","1.1",".",".",".","",".","",".","1.1",".",".","."
"Sophomore","","809","3.475","58.5","18.0","13.0","6.1","3.7","0.4",".",".",".","0.2","",".","",".",".",".",".","0.1"
"Junior","","1311","3.381","47.9","21.0","17.5","7.4","4.7","0.6","0.4",".","0.1","0.4","",".","",".",".",".",".","."
"Senior","","1049","3.307","29.6","26.8","29.4","6.9","4.6","0.5","0.3","0.4",".","1.5","",".","",".","0.1",".",".","."
"Undergraduates","","3259","3.387","45.4","22.0","19.8","6.7","4.4","0.5","0.3","0.1","0.0","0.7","",".","",".","0.1",".",".","0.0"
"Special","","18","2.618","22.2","16.7","11.1","22.2","5.6",".","16.7",".",".",".","",".","",".",".",".","5.6","."
"Graduate","","269","3.626","41.6","41.3","9.3",".",".",".",".","5.6",".","2.2","",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","9","3.457","33.3","44.4","11.1","11.1",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","3555","3.396","45.0","23.5","19.0","6.3","4.0","0.5","0.3","0.5","0.0","0.8","",".","",".","0.1",".","0.0","0.0"
