"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","",""
"ESL
351","Dept. Total","975","3.457","9.5","6.7","4.2","0.8","0.8","0.2","0.3","",".","",".","75.3","2.2","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","339","3.480","5.3","5.0","3.8","0.6","0.3",".",".","",".","",".","81.7","3.2","",".","",".",".",".","."
"Sophomore","","299","3.583","17.1","8.4","4.3","1.0","1.0",".","0.3","",".","",".","65.6","2.3","",".","",".",".",".","."
"Junior","","139","3.330","11.5","11.5","6.5","0.7","2.2","0.7","0.7","",".","",".","64.7","1.4","",".","",".",".",".","."
"Senior","","38","3.173","21.1","18.4","15.8","5.3","2.6","2.6","2.6","",".","",".","31.6",".","",".","",".",".",".","."
"Undergraduates","","815","3.457","11.4","8.0","5.0","1.0","1.0","0.2","0.4","",".","",".","70.6","2.5","",".","",".",".",".","."
"Special","","37","",".",".",".",".",".",".",".","",".","",".","97.3","2.7","",".","",".",".",".","."
"Graduate","","130","",".",".",".",".",".",".",".","",".","",".","99.2","0.8","",".","",".",".",".","."
"Prof Yr 4","","17","",".",".",".",".",".",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Professionals","","17","",".",".",".",".",".",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"","Dept. Total","999","3.457","9.3","6.5","4.1","0.8","0.8","0.2","0.3","",".","",".","75.8","2.2","",".","",".",".",".","."
