"","991
039","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
065","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
130","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Reading","Course Total","8","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"LAW
528","Dept. Total","1519","1.299","7.5","0.3","20.4","0.1","2.6","0.3","0.1","24.8","",".",".","",".","",".","0.1",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"Special","","22","3.064","27.3","18.2","18.2",".",".",".",".","22.7","",".",".","",".","",".",".",".",".","."
"Graduate","","9","3.500","55.6",".","33.3","11.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","390","1.175","5.1",".","29.5",".","3.6","0.3",".","1.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","416","1.267","5.5",".","15.6",".","2.9","0.5",".","38.7","",".",".","",".","",".",".",".",".","0.7"
"Prof Yr 3","","539","1.271","8.5",".","16.5",".","1.3","0.2","0.2","32.1","",".",".","",".","",".","0.2",".",".","0.6"
"Prof Yr 4","","143","1.562","9.8","0.7","23.8",".","4.2",".",".","23.1","",".",".","",".","",".",".",".",".","."
"Professionals","","1488","1.260","6.9","0.1","20.4",".","2.6","0.3","0.1","24.9","",".",".","",".","",".","0.1",".",".","0.4"
"","Dept. Total","1519","1.299","7.5","0.3","20.4","0.1","2.6","0.3","0.1","24.8","",".",".","",".","",".","0.1",".",".","0.4"
