"565
Human Genetics","001
2","***","","","","","","","","","",".",".",".",".",".",".","."
"629
Evolutionary Genetics","001
2","***","","","","","","","","","",".",".",".",".",".",".","."
"677
Advanced Topics in Genetics","011
1","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Independent Reading","045
6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"MD GENET
616","11
Dept. Total","2.833","36.4","18.2","9.1","9.1","27.3",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total
11","2.833","36.4","18.2","9.1","9.1","27.3",".",".",".",".",".",".",".",".",".",".","."
