"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"Intro-Theatre & Dramatic Lit","120
001","95","3.691","62.1","22.1","11.6","2.1","1.1","1.1",".",".",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","136","3.332","25.0","33.1","30.1","7.4","1.5","0.7","0.7",".",".",".",".",".","0.7",".","0.7","."
"Myth and Literature","155
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","167
002","28","3.536","50.0","21.4","17.9","7.1","3.6",".",".",".",".",".",".",".",".",".",".","."
"","003
167","204","3.436","33.8","38.7","18.6","4.4","1.0","0.5","2.0",".",".",".",".",".",".",".","1.0","."
"British and American Writers","Course Total","232","3.448","35.8","36.6","18.5","4.7","1.3","0.4","1.7",".",".",".",".",".",".",".","0.9","."
"","173
001","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
002","32","3.297","34.4","15.6","34.4","6.3","9.4",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","52","3.529","51.9","17.3","21.2","3.8","5.8",".",".",".",".",".",".",".",".",".",".","."
"","175
001","34","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","175
002","18","3.361","22.2","38.9","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
175","18","3.529","33.3","38.9","16.7","5.6",".",".",".",".",".",".",".",".","5.6",".",".","."
"Lit & the Other Disciplines","Course Total","70","3.674","54.3","28.6","11.4","4.3",".",".",".",".",".",".",".",".","1.4",".",".","."
"","177
001","247","3.618","50.2","27.5","17.8","2.8","0.4","0.4",".","0.4",".",".",".",".","0.4",".",".","."
"","002
177","278","3.348","31.7","28.1","31.3","4.0","2.2","0.7","1.8","0.4",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","525","3.475","40.4","27.8","25.0","3.4","1.3","0.6","1.0","0.4",".",".",".",".","0.2",".",".","."
"","201
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
201","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.368","26.3","42.1","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
004","17","3.735","70.6","17.6",".","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","17","3.706","76.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","201
006","17","3.781","52.9","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"","201
007","15","3.800","80.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","169","3.732","64.5","23.7","7.1","2.4","1.2","0.6",".",".",".",".",".",".",".",".",".","0.6"
"Writing, Rhetoric, & Literacy","204
001","80","3.813","73.8","15.0","11.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
001","15","3.567","73.3","6.7","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","002
207","16","3.500","43.8","18.8","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
207","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","17","3.588","35.3","47.1","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
005","13","3.308","23.1","38.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","006
207","15","3.700","53.3","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","007
207","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","105","3.619","53.3","27.6","13.3","4.8",".",".","1.0",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","123","3.496","40.7","35.0","15.4","5.7","1.6","0.8","0.8",".",".",".",".",".",".",".",".","."
"Literature and Culture II","242
001","104","3.401","33.7","30.8","22.1","8.7",".",".","1.9",".",".",".",".",".","2.9",".",".","."
"","245
002","17","3.471","35.3","47.1","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","245
003","16","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
245","18","3.389","38.9","27.8","16.7","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","51","3.510","37.3","45.1","9.8","2.0","3.9","2.0",".",".",".",".",".",".",".",".",".","."
"Writing with New Media","271
001","34","3.353","23.5","47.1","20.6","5.9",".",".","2.9",".",".",".",".",".",".",".",".","."
"","307
001","16","3.767","75.0","6.3",".","12.5",".",".",".","6.3",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 217 of 421",""
