"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","37","2.608","8.1","8.1","40.5","5.4","27.0","10.8",".",".",".",".",".",".",".",".",".","."
"","100
002","37","2.689","8.1","5.4","40.5","18.9","21.6","5.4",".",".",".",".",".",".",".",".",".","."
"","003
100","39","2.833","25.6","5.1","28.2","7.7","25.6","7.7",".",".",".",".",".",".",".",".",".","."
"","100
004","44","2.830","13.6","6.8","50.0","4.5","20.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"","100
005","40","3.200","32.5","17.5","25.0","7.5","17.5",".",".",".",".",".",".",".",".",".",".","."
"","100
006","40","2.859","15.0","20.0","25.0","2.5","32.5","2.5",".",".",".",".",".",".","2.5",".",".","."
"","100
007","41","3.037","22.0","9.8","41.5","12.2","12.2","2.4",".",".",".",".",".",".",".",".",".","."
"","008
100","38","3.092","21.1","15.8","44.7","2.6","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"","100
009","43","2.884","23.3","7.0","25.6","16.3","25.6","2.3",".",".",".",".",".",".",".",".",".","."
"","100
010","38","2.789","18.4","10.5","31.6","5.3","26.3","7.9",".",".",".",".",".",".",".",".",".","."
"","100
011","40","2.963","25.0","15.0","25.0","12.5","15.0","7.5",".",".",".",".",".",".",".",".",".","."
"","012
100","42","3.012","23.8","14.3","33.3","7.1","16.7","4.8",".",".",".",".",".",".",".",".",".","."
"","100
013","41","2.915","24.4","9.8","34.1","12.2","9.8","7.3","2.4",".",".",".",".",".",".",".",".","."
"","014
100","43","3.119","23.3","16.3","41.9","2.3","9.3","4.7",".",".",".",".",".",".",".",".",".","2.3"
"","100
015","41","2.780","19.5","12.2","26.8","12.2","17.1","12.2",".",".",".",".",".",".",".",".",".","."
"","016
100","38","2.895","23.7","13.2","28.9","7.9","15.8","10.5",".",".",".",".",".",".",".",".",".","."
"","100
017","38","3.250","28.9","18.4","39.5","5.3","5.3","2.6",".",".",".",".",".",".",".",".",".","."
"","018
100","37","2.703","5.4","10.8","48.6","10.8","16.2","5.4","2.7",".",".",".",".",".",".",".",".","."
"","019
100","29","3.103","24.1","20.7","31.0","13.8","6.9",".","3.4",".",".",".",".",".",".",".",".","."
"","020
100","37","2.797","18.9","8.1","24.3","16.2","29.7","2.7",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","783","2.918","20.3","12.1","34.4","9.1","18.3","5.1","0.5",".",".",".",".",".","0.1",".",".","0.1"
"","211
001","31","3.323","32.3","22.6","25.8","16.1","3.2",".",".",".",".",".",".",".",".",".",".","."
"","002
211","34","3.059","14.7","23.5","35.3","17.6","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"","211
003","31","3.065","19.4","16.1","32.3","22.6","9.7",".",".",".",".",".",".",".",".",".",".","."
"","004
211","34","2.809","14.7","20.6","17.6","23.5","17.6","2.9","2.9",".",".",".",".",".",".",".",".","."
"","005
211","30","2.733","16.7","13.3","30.0","6.7","23.3","6.7","3.3",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","160","2.997","19.4","19.4","28.1","17.5","11.9","2.5","1.3",".",".",".",".",".",".",".",".","."
"","300
001","161","3.302","28.6","25.5","32.3","4.3","7.5",".","0.6","1.2",".",".",".",".",".",".",".","."
"","002
300","45","3.300","31.1","20.0","33.3","8.9","6.7",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","206","3.301","29.1","24.3","32.5","5.3","7.3",".","0.5","1.0",".",".",".",".",".",".",".","."
"","301
001","44","3.284","27.3","25.0","25.0","22.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","43","3.302","23.3","41.9","16.3","14.0","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"","003
301","42","3.345","23.8","42.9","11.9","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","44","3.170","25.0","20.5","29.5","13.6","11.4",".",".",".",".",".",".",".",".",".",".","."
"","005
301","43","3.360","23.3","32.6","37.2","7.0",".",".",".",".",".",".",".",".",".",".",".","."
"","301
006","42","3.190","21.4","28.6","31.0","9.5","7.1","2.4",".",".",".",".",".",".",".",".",".","."
"","301
007","21","3.381","23.8","33.3","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","279","3.283","24.0","31.9","26.2","14.0","3.2","0.7",".",".",".",".",".",".",".",".",".","."
"","302
001","44","3.261","29.5","13.6","38.6","15.9","2.3",".",".",".",".",".",".",".",".",".",".","."
"","302
002","44","3.273","25.0","15.9","50.0","6.8","2.3",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","88","3.267","27.3","14.8","44.3","11.4","2.3",".",".",".",".",".",".",".",".",".",".","."
"","310
001","42","3.333","33.3","28.6","19.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"","310
002","44","3.330","38.6","9.1","40.9","2.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","86","3.331","36.0","18.6","30.2","5.8","9.3",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","34","3.379","47.1","20.6","11.8","5.9","8.8",".","2.9",".",".",".",".",".","2.9",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 54 of 421"
