"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","13","2.846",".","15.4","53.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","002
102","19","3.184","31.6","15.8","26.3","10.5","15.8",".",".",".",".",".",".",".",".",".",".","."
"","003
102","17","3.265","23.5","17.6","52.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","005
102","23","2.761","13.0","17.4","26.1","13.0","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.000","5.0","30.0","55.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","007
102","23","2.935","13.0","8.7","47.8","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","102
008","19","3.368","31.6","21.1","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","22","3.159","9.1","27.3","50.0","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","18","3.444","27.8","33.3","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","14","2.893","14.3",".","57.1","21.4",".","7.1",".",".",".",".",".",".",".",".",".","."
"","102
012","21","2.810","4.8","9.5","61.9","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","013
102","13","3.192","15.4","46.2","23.1","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"","014
102","12","3.125","16.7","25.0","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","015
102","13","2.917","7.7","15.4","30.8","30.8","7.7",".",".",".",".",".",".",".","7.7",".",".","."
"","016
102","9","3.056","22.2","11.1","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","256","3.061","15.6","19.5","42.6","12.1","7.0","2.0","0.8",".",".",".",".",".","0.4",".",".","."
"","203
001","22","3.409","36.4","27.3","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
002","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","19","3.632","47.4","31.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","22","3.273","18.2","31.8","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","005
203","18","3.222","33.3","16.7","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","006
203","21","3.500","33.3","42.9","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","007
203","24","3.375","29.2","25.0","41.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
008","19","3.211","47.4","15.8","15.8","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","203
009","23","3.304","17.4","30.4","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","010
203","24","3.396","16.7","45.8","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
203","24","3.458","37.5","25.0","33.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","013
203","22","3.295","18.2","40.9","27.3","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
014","23","3.783","69.6","17.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
203","22","3.432","27.3","31.8","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","24","3.354","8.3","54.2","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
017","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
018","24","3.688","70.8","12.5","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","203
020","23","3.696","65.2","17.4","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
021","24","3.604","33.3","54.2","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
203","21","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
023","16","3.281","12.5","31.3","56.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
024","22","3.432","31.8","31.8","31.8",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
025","20","3.125","30.0","25.0","20.0",".","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","498","3.477","39.0","29.1","26.3","2.0","2.6","0.8","0.2",".",".",".",".",".",".",".",".","."
"","002
204","23","3.630","60.9","21.7","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
004","22","3.705","68.2","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","006
204","24","3.563","41.7","29.2","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
204","24","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
204","24","3.813","66.7","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 322 of 421",""
