"Topics in Anatomy","675
021","37","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Independent Study","699
066","8","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Clinicl Anatomy & Radiology","722
004","17","3.971","94.1","5.9",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Research and Thesis","990
057","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"ANATOMY
144","Dept. Total","1032","2.957","32.9","16.8","20.0","8.1","10.9","7.6","2.6","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","149","2.258","11.4","9.4","20.1","10.1","19.5","22.8","6.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","337","3.041","33.2","19.9","19.9","9.2","10.4","5.3","2.1",".","",".",".","",".","",".","",".",".",".","."
"Senior","","487","3.077","36.8","17.9","21.4","7.2","9.9","5.1","1.8",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","974","2.919","31.6","17.2","20.6","8.3","11.5","7.9","2.8",".","",".",".","",".","",".","",".",".",".","."
"Special","","23","3.500","65.2","13.0","13.0",".","4.3","4.3",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","18","2.895","5.6","5.6","11.1","16.7",".",".",".","61.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","16","3.969","93.8","6.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","17","3.971","94.1","5.9",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1032","2.957","32.9","16.8","20.0","8.1","10.9","7.6","2.6","1.1","",".",".","",".","",".","",".",".",".","."
