"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Pre-Trial Advocacy","849
001","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","23","1.130","8.7",".","17.4",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","850
002","47","1.144","8.5","2.1","19.1",".","4.3","2.1","2.1","4.3",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","70","1.140","8.6","1.4","18.6",".","7.1","1.4","1.4","2.9",".",".",".",".",".",".",".","."
"","852
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","004
854","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
005","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","008
854","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
010","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","014
854","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
016","16","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
019","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
022","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","85","",".",".",".",".",".",".",".","92.9",".",".",".",".",".",".",".","7.1"
"Wisconsin Internl Law Journ","895
001","54","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","79","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","28","1.037","14.3",".","14.3",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","21","1.265","14.3","4.8","9.5",".",".",".",".","19.0",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
001","8","1.000","12.5",".",".",".","12.5",".",".","12.5",".",".",".",".","12.5",".",".","."
"","002
918","14","2.393","21.4","7.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","22","1.975","18.2","4.5","27.3",".","4.5",".",".","4.5",".",".",".",".","4.5",".",".","."
"Problems- Land Law Seminar","928
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","18","1.188","5.6",".","27.8",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","940
004","38","1.908","15.8","2.6","39.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","19","1.316","5.3",".","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
940","14","2.091","14.3",".","35.7",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"","008
940","7","1.857","14.3",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
940","34","1.375","5.9",".","35.3",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","940
012","19","0.842","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","10","2.435","20.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","161","1.554","11.8","0.6","32.9",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"European Union Law","942
001","9","2.000","11.1",".","44.4",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","950
004","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
005","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 341 of 421",""
