"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
005","18","3.083","16.7","16.7","50.0","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
006","18","2.917","22.2","5.6","50.0","11.1",".","5.6","5.6",".",".",".",".",".",".",".",".","."
"","344
007","17","3.147","23.5","17.6","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.176","23.5","11.8","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","009
344","17","3.118","17.6","11.8","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.167","27.8","11.1","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.125","25.0","6.3","37.5","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.029","23.5",".","41.2","29.4","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.250","31.3","12.5","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","014
344","15","3.133","20.0","20.0","40.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.219","31.3","6.3","43.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","016
344","17","3.118","29.4","5.9","35.3","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","017
344","14","3.179","28.6","7.1","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","018
344","15","3.200","26.7","20.0","20.0","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","18","3.056","22.2",".","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","020
344","16","3.188","37.5","6.3","31.3","18.8",".","6.3",".",".",".",".",".",".",".",".",".","."
"","021
344","18","3.088","16.7","16.7","38.9","11.1","11.1",".",".",".",".",".",".",".","5.6",".",".","."
"","344
022","18","3.167","33.3","5.6","27.8","27.8","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
023","16","3.188","18.8","31.3","37.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","024
344","16","3.063","31.3","12.5","31.3","12.5","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","025
344","16","2.875","18.8",".","56.3","12.5","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","026
344","15","3.233","33.3","6.7","46.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
027","17","3.206","35.3","5.9","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","446","3.127","25.8","10.1","40.4","15.7","6.1","1.1","0.7",".",".",".",".",".","0.2",".",".","."
"","345
001","240","2.782","21.7","8.3","29.6","11.7","18.8","5.8","3.8",".",".",".",".",".","0.4",".",".","."
"","002
345","219","2.585","18.7","16.4","16.4","14.6","13.2","11.4","8.2",".",".",".",".",".","0.9",".",".","."
"Intmed Organic Chemistry","Course Total","459","2.689","20.3","12.2","23.3","13.1","16.1","8.5","5.9",".",".",".",".",".","0.7",".",".","."
"","346
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","25","3.240","28.0","24.0","24.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","28","3.217","25.0","25.0","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","43","3.093","34.9","23.3","16.3","9.3","7.0","2.3","7.0",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","74","2.831","24.3","16.2","17.6","12.2","21.6","2.7","5.4",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","63","2.976","17.5","23.8","38.1","3.2","9.5","3.2","4.8",".",".",".",".",".",".",".",".","."
"","563
001","15","3.367","20.0","46.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
563","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
563","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","44","3.670","52.3","34.1","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","564
001","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
004","8","3.188","37.5","12.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","564
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","30","3.500","40.0","33.3","16.7","6.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","138","3.083","37.0","6.5","29.0","8.7","13.0","2.9","2.9",".",".",".",".",".",".",".",".","."
