"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","240","3.242","28.3","21.3","27.9","11.7","6.3","",".","",".","4.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","28","2.988","17.9","7.1","42.9","28.6","3.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","174","3.235","28.7","23.0","30.5","11.5","6.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","204","3.180","27.0","20.6","31.9","13.7","6.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","33","3.721","36.4","24.2","6.1",".",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","240","3.242","28.3","21.3","27.9","11.7","6.3","",".","",".","4.6","",".",".","",".","",".","",".",".",".","."
