"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
026","18","3.333","16.7","38.9","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","448","3.296","24.1","29.7","35.0","5.8","4.7","0.2","0.4",".",".",".",".",".",".",".",".","."
"","311
001","20","3.425","60.0","20.0","5.0","5.0",".","5.0","5.0",".",".",".",".",".",".",".",".","."
"","311
002","11","3.318","36.4","45.5","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","311
003","19","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
311","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","16","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","20","3.675","45.0","45.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
010","20","3.825","65.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
011","20","3.789","60.0","30.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","311
012","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
311","21","3.810","76.2","9.5","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","205","3.743","63.9","28.3","5.4","0.5",".","0.5","1.0","0.5",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
001","24","3.696","54.2","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","4.2"
"","320
001","18","3.222","27.8","27.8","16.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","320
002","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
003","17","3.706","76.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","004
320","24","3.604","45.8","33.3","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","320
005","24","3.563","50.0","20.8","25.0",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","102","3.578","52.9","23.5","15.7","3.9","2.9","1.0",".",".",".",".",".",".",".",".",".","."
"Structure of Modern Spanish","321
001","22","3.659","59.1","22.7","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","21","3.524","47.6","23.8","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","322
002","16","3.469","50.0","6.3","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","37","3.500","48.6","16.2","27.0","2.7","5.4",".",".",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","17","3.353","41.2","11.8","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","324
002","24","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
324","23","3.674","78.3","8.7","4.3","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","47","3.617","57.4","23.4","14.9","2.1",".",".","2.1",".",".",".",".",".",".",".",".","."
"","325
001","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","23","3.761","52.2","47.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
325","21","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
325","14","3.577","35.7","35.7","21.4",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","005
325","24","3.313","33.3","29.2","29.2",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","105","3.692","58.1","28.6","10.5",".","1.0",".","1.0",".",".",".",".",".","1.0",".",".","."
"","326
001","21","3.024","28.6","19.0","14.3","23.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","002
326","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","326
003","23","3.543","47.8","30.4","13.0",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","68","3.515","54.4","22.1","8.8","7.4","5.9",".","1.5",".",".",".",".",".",".",".",".","."
"","327
001","19","3.368","31.6","36.8","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","002
327","24","3.543","37.5","29.2","29.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","43","3.464","34.9","32.6","20.9","7.0","2.3",".",".","2.3",".",".",".",".",".",".",".","."
"","363
001","24","3.761","70.8","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".","4.2","."
"","002
363","23","3.636","56.5","13.0","21.7","4.3",".",".",".",".",".",".",".",".","4.3",".",".","."
