"Humanities Topics in EAS","300
003","","6","3.500","50.0",".","50.0",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","301
002","","19","3.500","31.6","47.4","15.8",".","5.3",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","301
003","","9","2.833","11.1","11.1","44.4","22.2",".","11.1","",".","",".",".","",".",".","",".","",".",".",".","."
"Social Studies Topics in EAS","Course Total","","28","3.286","25.0","35.7","25.0","7.1","3.6","3.6","",".","",".","",".",".","",".","",".",".",".",".","."
"E A STDS
298","Dept. Total","","67","3.377","32.8","34.3","19.4","3.0","3.0","4.5","",".","",".","",".",".","",".","",".","1.5","1.5",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","","12","3.125","25.0","25.0","33.3",".","8.3","8.3","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","16","3.333","31.3","37.5","12.5",".","6.3","6.3","",".","",".","",".",".","",".","",".","6.3",".",".","."
"Senior","","","30","3.417","30.0","43.3","16.7","6.7",".","3.3","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","63","3.363","31.7","36.5","19.0","3.2","3.2","4.8","",".","",".","",".",".","",".","",".","1.6",".",".","."
"Special","","","4","***","","","","","","","","","","","","",".","",".","",".",".","25.0",".","."
"","Dept. Total","","67","3.377","32.8","34.3","19.4","3.0","3.0","4.5","",".","",".","",".",".","",".","",".","1.5","1.5",".","."
