"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","134","2.914","14.9","19.4","25.4","20.1","17.2","3.0",".",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","201
001","19","2.711","15.8","5.3","36.8","21.1","10.5","5.3","5.3",".",".",".",".",".",".",".",".","."
"","202
001","315","3.075","28.6","20.0","23.5","6.3","15.9","3.2","1.9","0.6",".",".",".",".",".",".",".","."
"","002
202","354","2.965","20.6","18.6","27.1","13.3","14.7","4.0","1.4",".",".",".",".",".",".",".","0.3","."
"","202
003","233","3.753","78.5","6.9","9.0","2.1","1.7","1.3","0.4",".",".",".",".",".",".",".",".","."
"","004
202","360","2.979","16.9","24.2","31.9","8.3","11.9","5.0","1.7",".",".",".",".",".",".",".",".","."
"","005
202","343","3.187","33.5","18.4","22.2","14.3","7.3","2.6","1.5",".",".",".",".",".",".","0.3",".","."
"Introduction to Psychology","Course Total","1605","3.152","32.5","18.4","23.8","9.4","10.8","3.4","1.4","0.1",".",".",".",".",".","0.1","0.1","."
"","210
002","62","2.730","14.5","12.9","29.0","8.1","27.4","3.2","3.2",".",".",".",".",".",".","1.6",".","."
"","003
210","55","2.591","12.7","7.3","30.9","9.1","32.7","1.8","5.5",".",".",".",".",".",".",".",".","."
"","210
004","57","2.711","17.5","5.3","28.1","10.5","33.3","5.3",".",".",".",".",".",".",".",".",".","."
"","005
210","58","2.828","17.2","6.9","29.3","20.7","24.1","1.7",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","232","2.716","15.5","8.2","29.3","12.1","29.3","3.0","2.2",".",".",".",".",".",".","0.4",".","."
"","225
001","68","3.074","17.6","35.3","22.1","8.8","10.3","4.4","1.5",".",".",".",".",".",".",".",".","."
"","225
002","87","2.966","10.3","23.0","39.1","13.8","10.3","2.3","1.1",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","155","3.013","13.5","28.4","31.6","11.6","10.3","3.2","1.3",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","25","3.620","64.0","16.0","12.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"Honors - Research Methods","285
001","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","11","3.940","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","12","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","311
003","47","3.952","93.6","6.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in Psychology","Course Total","70","3.948","75.7","5.7","1.4",".",".",".",".",".",".",".",".",".",".",".","17.1","."
"Topics in Psych for Honors","386
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
033","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","25","3.680","44.0","48.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
411","23","3.478","43.5","17.4","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
411","23","3.478","21.7","52.2","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
411","24","3.250","16.7","20.8","58.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","411
006","22","3.545","50.0","27.3","9.1","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","411
007","21","3.575","33.3","42.9","19.0",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","411
008","23","3.786","87.0","4.3",".","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","411
009","24","3.729","50.0","45.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
010","25","3.480","44.0","16.0","36.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","011
411","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","228","3.576","45.2","30.3","20.2","2.6","0.9","0.4",".",".",".",".",".",".","0.4",".",".","."
"Field Exper in Psychology","412
001","16","3.875","93.8",".",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","413
001","180","3.094","29.4","10.0","28.3","10.0","14.4","2.2","0.6",".",".",".",".",".",".",".","5.0","."
"","413
002","16","3.750","75.0","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Language, Mind, and Brain","Course Total","196","3.150","33.2","9.7","27.0","9.7","13.3","2.0","0.5",".",".",".",".",".",".",".","4.6","."
"Animal Behavior","001
449","125","2.762","20.0","8.0","27.2","12.0","25.6","3.2","3.2","0.8",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 301 of 421",""
