"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","101","001","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101","002","17","3.438","35.3","17.6","35.3","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"First Semester Norwegian","","Course Total","28","3.537","42.9","21.4","28.6","3.6",".",".",".",".",".",".",".",".","3.6",".",".","."
"","111","001","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","111","002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Swedish","","Course Total","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","9","3.722","66.7","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Finnish","131","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","9","3.500","44.4","33.3",".","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Danish","221","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","373","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","373","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit:Middle Ages-1900","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Areas in Scandinavian Lit","411","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scandinavian Children's Lit","419","001","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"The Woman in Scand Lit","420","001","10","3.550","10.0","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Drama of Henrik Ibsen","422","001","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Icelandic Sagas","435","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","520","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Special Topics","901","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
