"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","156","3.746","62.2","21.8","7.1","2.6","0.6","",".","",".","5.1","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.810","63.6","27.3","4.5",".",".","",".","",".",".","",".",".","",".","",".","4.5",".",".","."
"Sophomore","","19","3.711","68.4","10.5","15.8","5.3",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","38","3.654","57.9","23.7","13.2","5.3",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","49","3.758","61.2","34.7","2.0",".","2.0","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","128","3.729","61.7","26.6","7.8","2.3","0.8","",".","",".",".","",".",".","",".","",".","0.8",".",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","25","3.912","72.0",".",".","4.0",".","",".","",".","24.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","156","3.746","62.2","21.8","7.1","2.6","0.6","",".","",".","5.1","",".",".","",".","",".","0.6",".",".","."
