"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","123","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","83","3.994","97.6",".","1.2",".",".",".",".",".",".",".",".",".","1.2",".",".","."
"704
Chemical Biology","001","","12","3.500","41.7","16.7","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Inorg&Organometal Chemistry","001","","18","3.361","50.0","11.1","27.8","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"762
Molecular Reaction Dynamics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"777
Physical Chemistry of Surfaces","001","","24","3.933","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Topics-Inorganic Chem","001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"843
Advanced Organic Chemistry","001","","18","3.392","27.8","27.8","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","19","3.903","89.5","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","002","","61","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","2","***","","","","","","","","","","","","","","","",""
"918
Sngl Molec Apprchs to Biology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"923","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","10","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","16","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"942","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"942","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Physical Organic Chem","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","004","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 186 of 421",""
