"","991
064","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
065","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research Nutrition","Course Total","19","",".",".",".",".",".",".",".","84.2","",".",".","",".","15.8",".",".",".","."
"Independent Study-Nutrition","993
004","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"NUTR SCI
694","Dept. Total","1737","3.184","32.6","17.4","23.3","11.1","8.7","1.9","0.3","2.2","",".","1.8","",".","0.2","0.5",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","424","2.912","13.7","17.0","34.2","15.8","15.1","3.1","0.2",".","",".",".","",".",".","0.9",".",".","."
"Sophomore","","319","3.000","21.0","16.9","29.2","15.4","12.2","2.5","0.6",".","",".","2.2","",".",".",".",".",".","."
"Junior","","321","3.282","34.0","21.5","17.8","11.2","7.8","1.2",".",".","",".","6.2","",".",".","0.3",".",".","."
"Senior","","544","3.419","51.8","15.6","17.6","7.2","4.2","1.5","0.2","0.2","",".","0.9","",".","0.2","0.6",".",".","."
"Undergraduates","","1608","3.167","32.1","17.4","24.3","11.9","9.4","2.1","0.2","0.1","",".","2.0","",".","0.1","0.5",".",".","."
"Special","","47","3.576","46.8","34.0","12.8","2.1",".",".","2.1",".","",".",".","",".",".",".",".","2.1","."
"Graduate","","82","3.702","34.1","7.3","8.5",".",".",".",".","46.3","",".",".","",".","3.7",".",".",".","."
"","Dept. Total","1737","3.184","32.6","17.4","23.3","11.1","8.7","1.9","0.3","2.2","",".","1.8","",".","0.2","0.5",".","0.1","."
