"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"608
Symmtry/Bondng/Molec Shapes","001","","12","3.833","50.0","25.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"619
Microscopy of Life","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621
Instrumental Analysis","001","","24","3.426","33.3","20.8","45.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"622
Organic Analysis","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Electrochemistry","001","","17","3.500","41.2","11.8","41.2",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"630
Topics-Analytical Chemistry","002","","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","24","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Advanced Organic Chemistry","001","","17","3.500","41.2","17.6","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"661
Chem & Stat Thermodynamics","001","","18","3.417","22.2","38.9","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"668
Biophysical Spectroscopy","001","","25","3.452","32.0","28.0","36.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"675
Intro Quantum Chemistry","001","","22","3.523","40.9","27.3","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"681","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 185 of 421",""
