"NEUROSCIENCE TRAINING PRO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","",""
"500
Undergrad Neurobiology Seminar","001","","51","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","164","3.359","36.0","29.3","22.0","4.3","3.7","3.7","0.6",".",".",".",".",".","0.6",".",".","."
"555
Lab-Developmental Biology","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"610
Cellular&Molecular Neurosci","001","","27","3.222","18.5","33.3","22.2","25.9",".",".",".",".",".",".",".",".",".",".",".","."
"660
Neuroscience & Public Policy","001","","13","3.861","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","017","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","020","","31","3.633","51.6","19.4","25.8",".",".",".",".",".",".",".",".",".",".","3.2",".","."
"675","022","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","027","","15","3.846","73.3","6.7",".","6.7",".",".",".","6.7",".",".",".",".","6.7",".",".","."
"Special Topics","Course Total","","65","3.742","58.5","10.8","12.3","1.5",".",".",".","13.8",".",".",".",".","1.5","1.5",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","14","3.981","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","033","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","086","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Research","Course Total","","40","3.966","95.0","2.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Prof Devlpmt-Biomed Grad Stdts","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"900
Neurosci Smr:Current Topics","001","","56","3.857","21.4",".","3.6",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
