"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","763","3.379","30.0","31.1","26.5","7.7","3.1","0.7","",".","0.5","0.1",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","51","3.225","29.4","23.5","29.4","5.9","7.8","3.9","",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","249","3.227","22.5","24.5","35.7","12.0","4.4","0.8","",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","291","3.385","28.9","33.3","26.1","7.2","3.1","0.3","",".","0.3",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","591","3.304","26.2","28.8","30.5","9.1","4.1","0.8","",".","0.2",".",".","",".","",".","",".","0.3",".","."
"Special","","19","3.357","26.3","21.1","21.1","15.8",".",".","",".","10.5","5.3",".","",".","",".","",".",".",".","."
"Graduate","","152","3.655","45.4","40.8","11.8","1.3",".",".","",".","0.7",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","763","3.379","30.0","31.1","26.5","7.7","3.1","0.7","",".","0.5","0.1",".","",".","",".","",".","0.3",".","."
