"L&S","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","1032","3.519","42.3","32.5","14.2","4.7","1.7","0.5","0.4","2.6","0.1",".","",".","0.4","0.4",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","189","3.467","30.2","45.0","17.5","4.8","1.6","0.5",".","0.5",".",".","",".",".",".",".",".","."
"Sophomore","240","3.454","39.6","30.4","20.4","5.8","2.1","0.4","0.8",".",".",".","",".",".","0.4",".",".","."
"Junior","220","3.468","35.5","39.1","17.3","4.1","0.9","0.9","0.9","0.5",".",".","",".",".","0.5",".",".","0.5"
"Senior","207","3.543","48.8","28.5","9.2","6.8","3.4","0.5",".","2.9",".",".","",".",".",".",".",".","."
"Undergraduates","856","3.480","38.7","35.4","16.2","5.4","2.0","0.6","0.5","0.9",".",".","",".",".","0.2",".",".","0.1"
"Special","27","3.593","51.9","7.4","14.8","3.7","3.7",".",".","14.8",".",".","",".",".",".",".","3.7","."
"Graduate","149","3.820","61.7","20.1","2.7","0.7",".",".",".","10.1","0.7",".","",".","2.7","1.3",".",".","."
"Dept. Total","1032","3.519","42.3","32.5","14.2","4.7","1.7","0.5","0.4","2.6","0.1",".","",".","0.4","0.4",".","0.1","0.1"
