"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"100","001","","19","3.333","10.5","47.4","31.6","5.3",".",".",".",".",".",".",".",".",".","5.3",".","."
"100","002","","19","3.763","84.2","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","003","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","006","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","007","","19","3.842","94.7",".",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","010","","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","15","3.700","60.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","19","3.658","47.4","36.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","19","3.944","84.2","10.5",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"100","031","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","19","3.658","68.4","15.8","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","034","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","037","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","18","3.583","55.6","38.9",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"100","041","","19","3.711","47.4","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","19","3.722","73.7",".","15.8",".","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"100","043","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","19","3.763","73.7","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","045","","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","046","","19","3.737","68.4","10.5","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","048","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","050","","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","051","","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Course Total","","826","3.835","75.4","18.5","4.7","0.2","0.2","0.4","0.1",".",".",".",".",".","0.2","0.1",".","."
