"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","",""
"Legacy of Greece & Rome","100
001","18","3.694","83.3","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Art&Archaeology-Ancient Greece","300
001","23","3.341","30.4","13.0","47.8",".","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"The Greeks","320
001","56","3.673","62.5","16.1","12.5","5.4","1.8",".",".",".",".",".",".",".",".",".","1.8","."
"King David","335
001","21","3.381","42.9","19.0","23.8",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Rome:Changing Shape of City","350
001","39","3.321","33.3","30.8","17.9","12.8",".","5.1",".",".",".",".",".",".",".",".",".","."
"Topics in Greek Culture","371
001","42","3.375","35.7","26.2","9.5","21.4","2.4",".",".","4.8",".",".",".",".",".",".",".","."
"Topics in Classical Culture","373
001","14","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Classical Archaeology","430
001","82","3.112","34.1","17.1","14.6","11.0","8.5","3.7","3.7","6.1",".",".",".",".","1.2",".",".","."
"Biblical Archaeology","451
001","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561
001","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"Advanced Hist of Philosophy","830
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"CLASSICS
244","Dept. Total","311","3.395","43.1","20.6","17.0","8.4","4.2","1.6","1.3","2.6",".",".",".","0.3","0.6",".","0.3","."
