"","990
102","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
105","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
200","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","56","",".",".",".",".",".",".",".","92.9","",".",".","",".","3.6",".",".","3.6","."
"NTP
682","Dept. Total","492","3.530","43.7","14.2","11.4","3.0","1.2","1.2","0.2","20.9","",".","2.2","",".","0.8","0.4","0.2","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","69","3.314","34.8","31.9","20.3","1.4","2.9","7.2",".",".","",".",".","",".",".","1.4",".",".","."
"Senior","","248","3.589","62.1","16.5","13.3","4.8","1.6",".","0.4",".","",".",".","",".","0.8","0.4",".",".","."
"Undergraduates","","319","3.514","56.1","19.7","14.7","4.1","1.9","1.9","0.3",".","",".",".","",".","0.6","0.6",".",".","."
"Special","","8","3.684","50.0",".","25.0",".",".",".",".","12.5","",".",".","",".",".",".","12.5",".","."
"Graduate","","153","3.627","19.6","3.9","3.3","1.3",".",".",".","62.7","",".","6.5","",".","1.3",".",".","1.3","."
"Prof Yr 2","","3","***","","","","","","","","","","","33.3","",".",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","7","3.667","28.6",".","14.3",".",".",".",".","57.1","",".",".","",".",".",".",".",".","."
"Professionals","","12","3.500","16.7","8.3","16.7",".",".",".",".","50.0","",".","8.3","",".",".",".",".",".","."
"","Dept. Total","492","3.530","43.7","14.2","11.4","3.0","1.2","1.2","0.2","20.9","",".","2.2","",".","0.8","0.4","0.2","0.4","."
