"","699
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
017","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
018","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1003","3.810","75.5","13.7","6.0","1.4","0.7","0.4","",".","1.7","0.1",".","",".","",".","0.4","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","148","3.870","83.8","12.2","2.7","1.4",".",".","",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","210","3.787","75.2","12.9","8.1","1.0","0.5","0.5","",".","0.5","0.5",".","",".","",".","1.0",".",".","."
"Junior","","208","3.775","73.6","16.8","6.3","0.5","1.0","0.5","",".","0.5",".",".","",".","",".",".","1.0",".","."
"Senior","","399","3.833","76.9","13.0","5.3","1.8","0.5","0.5","",".","1.5",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","965","3.817","76.9","13.7","5.7","1.2","0.5","0.4","",".","0.8","0.1",".","",".","",".","0.4","0.2",".","."
"Special","","20","3.267","35.0","10.0","15.0","10.0","10.0",".","",".","10.0",".",".","",".","",".","10.0",".",".","."
"Graduate","","21","3.750","42.9","14.3","9.5",".",".",".","",".","33.3",".",".","",".","",".",".",".",".","."
"","Dept. Total","1006","3.810","75.3","13.6","6.0","1.4","0.7","0.4","",".","1.7","0.1",".","",".","",".","0.6","0.2",".","."
