"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"","ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Machine Organizatn&Progrmng","","Course Total","81","3.191","32.1","13.6","30.9","14.8","6.2","1.2","1.2",".",".",".",".",".",".",".",".","."
"Electromech Energy Conversn","355","003","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elect Power for Alt Energy Sys","356","001","46","3.148","26.1","13.0","37.0","10.9","4.3","4.3",".","2.2",".",".",".",".","2.2",".",".","."
"","370","001","17","3.588","47.1","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","370","004","18","3.556","50.0","16.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","370","005","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","","Course Total","53","3.660","58.5","18.9","18.9","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376","001","148","3.081","18.9","11.5","46.6","12.8","10.1",".",".",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377","001","84","3.238","16.7","34.5","33.3","10.7","4.8",".",".",".",".",".",".",".",".",".",".","."
"Topics-Elect&Computer Engr","379","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","066","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","14","3.957","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","411","001","23","3.413","21.7","39.1","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","003","18","3.083","22.2","16.7","33.3","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","","Course Total","42","3.262","21.4","28.6","38.1","4.8","7.1",".",".",".",".",".",".",".",".",".",".","."
"","427","001","44","3.267","34.1","18.2","18.2","20.5","6.8",".",".",".",".",".",".",".","2.3",".",".","."
"","427","003","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","","Course Total","52","3.324","36.5","19.2","19.2","17.3","5.8",".",".",".",".",".",".",".","1.9",".",".","."
"Digital Signal Processing","431","001","44","3.489","43.2","29.5","15.9","4.5","6.8",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435","001","17","3.559","64.7","11.8","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"Communication Systems I","436","001","14","3.179","28.6","7.1","35.7","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Mobile Computing Laboratory","454","001","23","3.761","52.2","47.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Senior Design Project","491","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Software Engineering","506","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Power Electronics Lab","512","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Plasmas","525","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thry&Appl of Pattrn Recgntn","532","001","20","3.526","50.0","15.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".","5.0",".","."
"Image Processing","533","001","28","3.589","64.3","10.7","14.3",".","10.7",".",".",".",".",".",".",".",".",".",".","."
"Communication Networks","537","001","30","3.276","30.0","13.3","33.3","20.0",".",".",".","3.3",".",".",".",".",".",".",".","."
"Analg MOS Integrtd Cir Dsgn","541","001","22","3.159","27.3","36.4","9.1","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"Lasers","546","001","7","3.833","57.1","28.6",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
