"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computation","202
001","89","3.635","62.9","20.2","9.0","3.4","2.2","1.1","1.1",".",".",".",".",".",".",".",".","."
"","240
001","78","3.224","30.8","11.5","39.7","9.0","3.8","1.3","1.3",".",".",".",".",".","1.3",".",".","1.3"
"","002
240","106","3.071","21.7","9.4","44.3","14.2","7.5","0.9","0.9",".",".",".",".",".","0.9",".",".","."
"Intro to Discrete Mathematics","Course Total","184","3.135","25.5","10.3","42.4","12.0","6.0","1.1","1.1",".",".",".",".",".","1.1",".",".","0.5"
"","252
001","45","3.300","44.4","13.3","22.2","6.7","8.9","4.4",".",".",".",".",".",".",".",".",".","."
"","252
002","137","3.617","68.6","14.6","8.8","2.2","1.5","1.5","2.9",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","182","3.538","62.6","14.3","12.1","3.3","3.3","2.2","2.2",".",".",".",".",".",".",".",".","."
"","301
001","135","3.326","29.6","25.2","31.9","3.0","3.7","0.7","1.5","3.7",".",".",".",".","0.7",".",".","."
"","002
301","137","3.357","29.9","34.3","22.6","7.3","2.9","1.5","0.7",".",".",".",".",".",".","0.7",".","."
"Intro Data Programming","Course Total","272","3.342","29.8","29.8","27.2","5.1","3.3","1.1","1.1","1.8",".",".",".",".","0.4","0.4",".","."
"","302
001","223","2.900","17.0","19.7","30.5","9.9","12.6","6.3","2.2","1.8",".",".",".",".",".",".",".","."
"","002
302","229","2.937","17.5","19.7","30.1","9.2","14.8","4.4","1.7","2.2",".",".",".",".",".",".",".","0.4"
"","003
302","103","3.114","29.1","18.4","27.2","7.8","10.7","1.9","2.9",".",".",".",".",".","1.9",".",".","."
"","004
302","52","3.069","19.2","25.0","34.6","7.7","3.8","5.8","1.9",".",".",".",".",".","1.9",".",".","."
"","302
006","53","3.132","18.9","26.4","35.8","7.5","7.5","3.8",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","660","2.978","19.4","20.5","30.6","8.9","12.0","4.7","2.0","1.4",".",".",".",".","0.5",".",".","0.2"
"","304
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
006","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
007","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","51","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","97","3.144","27.8","22.7","21.6","11.3","9.3","2.1","2.1","1.0","1.0",".",".",".",".","1.0",".","."
"","001
352","62","2.798","9.7","27.4","24.2","12.9","17.7","4.8","3.2",".",".",".",".",".",".",".",".","."
"","002
352","61","2.762","8.2","26.2","21.3","24.6","11.5","3.3","4.9",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","123","2.780","8.9","26.8","22.8","18.7","14.6","4.1","4.1",".",".",".",".",".",".",".",".","."
"","354
001","93","3.032","23.7","22.6","19.4","18.3","11.8","2.2","2.2",".",".",".",".",".",".",".",".","."
"","002
354","85","2.958","24.7","18.8","24.7","10.6","9.4","8.2","2.4","1.2",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","178","2.997","24.2","20.8","21.9","14.6","10.7","5.1","2.2","0.6",".",".",".",".",".",".",".","."
"","367
001","208","2.983","25.0","9.1","31.3","13.5","14.4","2.9","1.4","1.4",".",".",".",".","1.0",".",".","."
"","002
367","181","2.972","26.5","6.6","29.3","17.7","13.8","3.3","1.1","0.6","0.6",".",".",".",".","0.6",".","."
"","003
367","84","3.399","38.1","27.4","17.9","14.3","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","473","3.054","27.9","11.4","28.1","15.2","11.8","2.5","1.3","0.8","0.2",".",".",".","0.4","0.2",".","."
"","368
001","65","",".",".",".",".",".",".",".",".",".","86.2","13.8",".",".",".",".","."
"","368
002","39","",".",".",".",".",".",".",".",".",".","82.1","15.4",".",".",".",".","."
"Learn a Programming Language","Course Total","104","",".",".",".",".",".",".",".",".",".","84.6","14.4",".",".",".",".","."
"","402
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
002","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","402
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
