"","999
078","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","18","3.968","66.7","5.6",".",".",".",".",".","27.8",".",".","",".",".",".",".",".","."
"NURSING
692","Dept. Total","1694","3.818","63.9","14.0","4.4","1.1","0.2","0.1","0.1","3.1","0.1","12.3","",".","0.5","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.871","66.7","5.4","1.1","1.1",".",".","1.1",".",".","24.7","",".",".",".",".",".","."
"Sophomore","","27","3.818","77.8",".",".",".",".",".","3.7",".",".","18.5","",".",".",".",".",".","."
"Junior","","267","3.690","46.1","14.2","7.9","1.5",".","0.4",".",".",".","30.0","",".",".",".",".",".","."
"Senior","","931","3.814","65.5","15.9","4.8","1.5","0.3","0.1",".",".",".","10.8","",".","0.9",".",".","0.1","."
"Undergraduates","","1318","3.795","61.9","14.5","5.1","1.4","0.2","0.2","0.2",".",".","15.9","",".","0.6",".",".","0.1","."
"Special","","25","3.855","68.0","16.0","4.0",".",".",".",".","4.0",".",".","",".",".","8.0",".",".","."
"Graduate","","344","3.904","71.2","11.6","1.7",".","0.3",".",".","14.8","0.3",".","",".",".",".",".",".","."
"Prof Yr 4","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1694","3.818","63.9","14.0","4.4","1.1","0.2","0.1","0.1","3.1","0.1","12.3","",".","0.5","0.1",".","0.1","."
