"","990
048","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"","990
050","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"","990
051","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Thesis","Course Total","53","",".",".",".",".",".",".",".","60.4","7.5",".","",".","32.1",".",".",".","."
"SPANISH
912","Dept. Total","2980","3.482","42.3","25.6","22.3","3.8","2.9","0.5","0.4","1.2","0.1",".","",".","0.6","0.1",".","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","937","3.426","35.5","27.4","28.9","4.3","2.8","0.6","0.3",".",".",".","",".",".","0.1",".",".","."
"Sophomore","","672","3.426","36.8","27.8","25.7","4.9","3.9","0.3","0.6",".",".",".","",".",".",".",".",".","."
"Junior","","537","3.552","49.9","24.4","18.8","3.2","2.4","0.6","0.4","0.2",".",".","",".",".","0.2",".",".","."
"Senior","","650","3.540","50.0","24.2","18.0","3.4","2.8","0.6","0.5","0.2",".",".","",".","0.2","0.2",".",".","0.2"
"Undergraduates","","2796","3.472","42.0","26.2","23.7","4.0","3.0","0.5","0.4","0.1",".",".","",".","0.0","0.1",".",".","0.0"
"Special","","19","3.337","36.8","21.1","5.3",".","15.8",".",".","10.5",".",".","",".",".",".",".","10.5","."
"Graduate","","163","3.818","48.5","16.0","1.2",".",".",".","0.6","20.2","2.5",".","",".","10.4","0.6",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2980","3.482","42.3","25.6","22.3","3.8","2.9","0.5","0.4","1.2","0.1",".","",".","0.6","0.1",".","0.1","0.0"
