"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Health Info for Teachers","501
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","506
001","","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
506","","30","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","58","3.862","72.4","27.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inclusive Education-Secondary","Course Total","","44","3.989","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth&Matl-Early Childhd Ed","550
001","","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"Teacher Ed-Human Sexuality","561
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Iss, Mtls & Mthds-Hlth Educ","567
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","620
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
001","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","Section Total","","13","3.950","84.6","7.7",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","630
045","","23","4.000","91.3",".",".",".",".",".",".",".",".",".",".",".","8.7",".",".","."
"Prof Dev School & Community","Course Total","","36","3.984","88.9","2.8",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Tchg: Number & Generalization","636
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Algebra & Functions","639
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","660
001","","25","3.680","36.0","64.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lrng Envr-Initial Ed Progm","663
001","","25","3.604","56.0","16.0","12.0","12.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"Learning 2nd Lang & Literacies","673
001","","15","3.588","33.3","46.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"General Seminar","675
003","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bilingualism&Biliteracy-Schls","676
001","","8","3.536","62.5",".","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","690
008","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
010","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
053","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
099","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","48","3.969","97.9",".","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","052
699","","6","",".",".",".",".",".",".",".","66.7",".",".",".",".","33.3",".",".","."
"","699
068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","18","3.966","61.1","5.6",".",".",".",".",".","22.2",".",".",".",".","11.1",".",".","."
