"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","",""
"234
Prin&Prac-Nuclr Reactr Oper","001","16","3.156","12.5","37.5","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"305
Fundamentals-Nuclear Engr","001","41","3.195","31.7","24.4","22.0","9.8","7.3","2.4","2.4",".",".",".",".",".",".",".",".","."
"406
Nuclear Reactor Analysis","001","26","3.180","11.5","38.5","26.9","11.5","7.7",".",".",".",".",".",".",".","3.8",".",".","."
"411
Nuclear Reactor Engineering","001","25","3.354","32.0","32.0","16.0","12.0",".","4.0",".",".",".",".",".",".","4.0",".",".","."
"427
Nuclear Instrumentation Lab","001","24","3.413","16.7","45.8","33.3",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"428
Nuclear Reactor Laboratory","002","6","3.333","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","11","3.455","36.4","18.2","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Power Plant Technology","001","40","3.288","30.0","20.0","30.0","17.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"602
Special Topics-Reactor Engr","001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","8","3.794","62.5","12.5","12.5",".",".",".",".",".",".",".",".","12.5",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","8","3.375","12.5","50.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","17","",".",".",".",".",".",".",".","47.1",".",".",".","52.9",".",".",".","."
"890","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"890","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","060","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","38","",".",".",".",".",".",".",".","42.1",".",".",".","57.9",".",".",".","."
"922
Seminar in Plasma Physics","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 147 of 421",""
