"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"712","001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to C&I","Course Total","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Reform&Change-Curric&Instr","001","15","4.000","60.0",".",".",".",".",".",".",".",".",".",".",".","40.0",".",".","."
"718
Introd to Narrative Inquiry","001","19","3.917","84.2","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"719
Intro to Qualitative Research","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
School Practicum in CS&D","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Public Engagement with Science","001","15","3.643","40.0","40.0","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"764
Ling Human Rights in Education","001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"788
Qual Rsch Mthds-Educ: Field I","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Theory & Dsgn of the Curric","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"840
Fld-School Reading Programs","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"855
Issues-Elementary Education","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"942
Smr-Rsch on Math Education","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"950
Seminar-Study of Teacher Educ","001","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"964
World Language Education","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","12","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"975","003","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","004","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"975","006","12","4.000","75.0",".",".",".",".",".",".","8.3",".",".",".",".","16.7",".",".","."
"975","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","58","3.962","82.8","6.9",".",".",".",".",".","3.4",".",".",".",".","6.9",".",".","."
"990","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","16","",".",".",".",".",".",".",".","87.5",".",".",".","6.3","6.3",".",".","."
"990","057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 88 of 421"
