"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Cello","235","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","247","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","347","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","024","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","8","3.955","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","062","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Advanced Voice","","Course Total","18","3.977","88.9","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Advanced Flute","407","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","419","063","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","419","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Advanced Trombone","421","089","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","084","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Advanced Violin","","Course Total","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Advanced Viola","433","073","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","435","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced String Bass","437","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Harp","439","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Guitar","440","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Composition","448","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 286 of 421",""
