"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","",""
"762
Intro: Dsgn-Ed Experiments","001","34","3.926","88.2","8.8","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"763
Regression Models in Education","001","34","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".","2.9",".","2.9","."
"771
Test Construction","001","16","3.967","87.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"791
MSPE Capstone","001","12","",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7",".",".","."
"795","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"795","002","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Learning Sciences I","Course Total","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"822
Intro Quant Inquiry in Educ","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"840","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"840","002","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"840","004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"840","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"840","009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Pract-School Psych","Course Total","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"844
Chld&Adoles Psychpathl/Schl","001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880
Prevention Science","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"925
Advanced Seminar in Human Dev","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"943
Internshp-School Psychology","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"948
Res and Meas in School Psych","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"971
Adv Smr-Educ Measuremnt&Stats","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","38","",".",".",".",".",".",".",".","84.2",".",".",".","15.8",".",".",".","."
"999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
