"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"316","001","","20","3.525","40.0","45.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"316","002","","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"316","003","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","","57","3.693","54.4","36.8","5.3",".","3.5",".",".",".",".",".",".",".",".",".",".","."
"360
Extinction of Species","001","","150","3.406","34.0","34.7","17.3","10.0","1.3","1.3","0.7",".",".",".",".",".",".","0.7",".","."
"400
Topics in Biology","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"405
Intro to Museum Studies","001","","14","3.514","71.4","14.3","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"410
Evolutionary Biology","001","","46","2.935","30.4","15.2","19.6","6.5","17.4","8.7","2.2",".",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","44","2.898","18.2","18.2","25.0","11.4","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","","41","3.159","7.3","34.1","48.8","2.4","7.3",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","8","2.333",".",".","25.0",".","50.0",".",".",".",".",".",".",".","25.0",".",".","."
"523
Neurobiology","001","","84","3.305","22.6","39.3","23.8","3.6","6.0","2.4",".","1.2",".",".",".",".","1.2",".",".","."
"555
Lab-Developmental Biology","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","127","3.201","43.3",".","35.4","2.4","17.3",".","1.6",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Conservation Biology","001","","18","3.853","77.8","5.6","11.1",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"660
Climate Change Ecology","001","","6","2.750","16.7","33.3","16.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".","."
"681","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"691","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"698","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
