"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDIE Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101
001","","10","3.700","50.0","40.0","10.0",".","",".","",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"101
002","","13","3.808","61.5","38.5",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Course Total
Foundations of US Air Force I","","23","3.761","56.5","39.1","4.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"201
001
Evolution of US Air & Space I","","24","3.783","62.5","29.2",".","4.2","",".","",".","",".",".","",".","",".",".","",".","","",".",".","4.2","."
"301
001
Leadership Studies I","","14","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"401
001
National Security Affairs","","13","3.846","69.2","30.8",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"A F AERO
Dept. Total
102","","74","3.870","68.9","27.0","1.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"Summary by Level","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.654","38.5","53.8","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","26","3.840","73.1","19.2",".","3.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.8","."
"Junior","","15","3.952","80.0","20.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","20","3.888","75.0","25.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","74","3.870","68.9","27.0","1.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"Dept. Total","","74","3.870","68.9","27.0","1.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
