"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Society's Egr Challenges","102
001","136","3.489","30.9","41.2","22.8","5.1",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro Engr Design Process","111
001","51","3.657","56.9","23.5","13.7","5.9",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"","160
001","253","3.709","60.5","25.7","11.9","0.8","0.8","",".","0.4",".","",".","",".",".","",".","","",".",".",".","."
"","002
160","257","3.675","61.5","23.0","7.8","4.7","3.1","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro to Engineering Design","Course Total","510","3.692","61.0","24.3","9.8","2.7","2.0","",".","0.2","",".","",".",".","",".","",".","",".",".",".","."
"Current Issues in Intl Engr","413
001","19","4.000","100.0",".",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Topics-Interdis Engineering","601
002","13","3.962","92.3","7.7",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"INTEREGR
496","Dept. Total","729","3.667","56.7","26.5","12.1","3.3","1.4","",".","0.1","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","411","3.627","51.3","27.3","15.8","4.4","1.2","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","371","3.709","71.4","19.7","5.4","1.6","1.1","",".","0.3","",".","",".",".","",".","",".","",".","0.5",".","."
"Junior","","159","3.804","91.2","4.4","1.9",".",".","",".",".","",".","",".",".","",".","",".","",".","2.5",".","."
"Senior","","38","3.950","97.4","2.6",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","979","3.669","67.2","19.7","9.0","2.5","0.9","",".","0.1","",".","",".",".","",".","",".","",".","0.6",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","983","3.667","67.2","19.6","9.0","2.4","1.0","",".","0.1","",".","",".",".","",".","",".","",".","0.6",".","."
