"ALS","","","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"L SC COM
Dept. Total
120","614","3.573","45.4","31.4","14.0","2.9","2.6","0.5","",".","1.1","",".","1.0","",".","0.3","0.7",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","149","3.594","40.3","42.3","14.1","2.7","0.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","68","3.551","45.6","33.8","14.7",".","4.4","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Junior","119","3.445","40.3","26.1","21.0","6.7","4.2","0.8","",".",".","",".",".","",".",".","0.8",".",".","."
"Senior","230","3.586","49.6","31.7","12.6","2.6","3.0","0.4","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","566","3.555","44.7","33.6","15.0","3.2","2.8","0.5","",".",".","",".",".","",".",".","0.2",".",".","."
"Special","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","47","3.918","53.2","6.4","2.1",".",".",".","",".","14.9","",".","12.8","",".","4.3","6.4",".",".","."
"Dept. Total","614","3.573","45.4","31.4","14.0","2.9","2.6","0.5","",".","1.1","",".","1.0","",".","0.3","0.7",".",".","."
