"L&S","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","820","3.773","68.5","21.3","5.2","0.7","0.9","0.4","0.2","0.9","0.2",".","",".","",".","1.5",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"Freshmen","21","3.441","28.6","42.9","19.0","9.5",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","72","3.667","51.4","37.5","8.3","1.4",".","1.4",".",".",".",".","",".","",".",".",".",".","."
"Junior","66","3.588","54.5","30.3","7.6","1.5","4.5",".","1.5",".",".",".","",".","",".",".",".",".","."
"Senior","104","3.677","63.5","23.1","7.7","1.9","1.0","1.0","1.0",".",".",".","",".","",".","1.0",".",".","."
"Undergraduates","263","3.632","55.1","30.4","8.7","2.3","1.5","0.8","0.8",".",".",".","",".","",".","0.4",".",".","."
"Special","14","3.542","50.0","21.4","7.1",".",".","7.1",".","7.1",".",".","",".","",".",".",".","7.1","."
"Graduate","541","3.870","75.8","17.0","3.3",".","0.4",".",".","1.1","0.4",".","",".","",".","2.0",".",".","."
"Prof Yr 4","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","820","3.773","68.5","21.3","5.2","0.7","0.9","0.4","0.2","0.9","0.2",".","",".","",".","1.5",".","0.1","."
