"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","",""
"Intro to SAS Prog for Pop Hlth","451
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Biostat Mthd-Pub Hlth","511
001","39","3.514","15.4","71.8","5.1",".","2.6",".",".",".",".",".",".",".","5.1",".",".","."
"Intro to Biostatistics","541
001","27","3.685","44.4","48.1","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Trials II","544
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551
001","17","3.667","52.9","11.8","23.5",".",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"Introduction to Bioinformatics","576
001","10","3.000","20.0","30.0","20.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"Stat Mthds for Clin Trials","641
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
699","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biostats & Biomed Informatics","826
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","7","4.000","42.9",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"Hlth Informatics-Med Students","918
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","Dept. Total","127","3.593","42.5","39.4","8.7","0.8","1.6","0.8",".","3.9",".",".",".",".","2.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","",""
