"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"ART HIST
180","Dept. Total","626","3.540","37.2","19.0","12.6","3.2","2.2",".","1.0","16.0",".",".",".","1.3","3.0","4.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.477","43.9","21.2","18.2","7.6","3.0",".","1.5",".",".",".",".",".","3.0","1.5",".","."
"Sophomore","","79","3.500","41.8","27.8","21.5","2.5","3.8",".","1.3",".",".",".",".",".","1.3",".",".","."
"Junior","","93","3.443","38.7","36.6","11.8","4.3","5.4",".","2.2",".",".",".",".",".","1.1",".",".","."
"Senior","","169","3.491","41.4","23.1","19.5","4.7","2.4",".","1.2","0.6",".",".",".","1.2","5.9",".",".","."
"Undergraduates","","407","3.479","41.3","26.8","17.9","4.7","3.4",".","1.5","0.2",".",".",".","0.5","3.4","0.2",".","."
"Special","","111","3.769","2.7",".","0.9",".",".",".",".","71.2",".",".",".",".","0.9","22.5","1.8","."
"Graduate","","108","3.859","57.4","9.3","4.6","0.9",".",".",".","18.5",".",".",".","5.6","3.7",".",".","."
"","Dept. Total","626","3.540","37.2","19.0","12.6","3.2","2.2",".","1.0","16.0",".",".",".","1.3","3.0","4.2","0.3","."
