"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","321","3.569","45.2","23.1","14.3","4.0","0.6","0.3","",".","5.3","",".",".","",".","5.3","0.9","0.3","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.250","7.9","44.7","36.8","10.5",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","20","3.479","25.0","55.0","15.0","5.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","77","3.709","62.3","22.1","13.0","2.6",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","109","3.573","54.1","22.9","13.8","5.5","1.8","0.9","",".",".","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","244","3.541","47.1","28.7","17.2","5.3","0.8","0.4","",".",".","",".",".","",".",".","0.4",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".",".","20.0",".","20.0"
"Graduate","","72","3.824","38.9","5.6","4.2",".",".",".","",".","23.6","",".",".","",".","23.6","2.8",".","1.4","."
"","Dept. Total","321","3.569","45.2","23.1","14.3","4.0","0.6","0.3","",".","5.3","",".",".","",".","5.3","0.9","0.3","0.3","0.3"
