"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"","CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Crit Aspects Teach, Schl, Educ","240","001","","97","3.943","94.8","1.0","3.1",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"Pract in World Lang (K-12)","243","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Videogames & Learning","277","001","","87","3.828","88.5","6.9","1.1",".",".","1.1","2.3",".",".",".",".",".",".",".",".","."
"Music Learning and Teaching 1","301","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Comp Arr & Orch for Mus Teach","304","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305","001","","10","3.600","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Language Acquisition and Use","311","001","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Wrtg in Early Childhood","315","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Methods","316","002","","17","3.765","64.7","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Reading and Writing","318","001","","21","3.925","81.0","14.3",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Educ Young English Learners","325","001","","25","3.620","40.0","44.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang Use & Acq in Early Chldhd","326","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Artistic Lives of Children","328","001","","25","3.840","92.0",".",".",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Language of Schooling","338","001","","21","3.690","52.4","38.1","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages (K-8)","342","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages(6-12)","343","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac-Early Chldhd Ed-Kinder","363","001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Introduction to Education","364","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367","001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367","002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367","003","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","","Course Total","","68","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368","002","","23","3.804","78.3","13.0","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","","Course Total","","47","3.883","85.1","10.6","2.1",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","369","002","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369","003","","23","3.913","95.7",".",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","","Course Total","","47","3.947","95.7","2.1",".",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","370","001","","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371","002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371","003","","21","3.881","85.7","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","","Course Total","","67","3.963","95.5","3.0",".","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","","","Page 85 of 421"
