"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","197","3.710","54.3","24.9","11.2","2.0","",".","",".","",".","5.6","",".",".","",".","0.5","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.604","42.9","28.6","28.6",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","14","3.609","50.0","14.3","35.7",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","24","3.614","66.7","4.2","16.7","12.5","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","45","3.611","57.8","11.1","24.4","6.7","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","147","3.749","53.7","29.3","6.8","0.7","",".","",".","",".","6.8","",".",".","",".","0.7","2.0",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","197","3.710","54.3","24.9","11.2","2.0","",".","",".","",".","5.6","",".",".","",".","0.5","1.5",".",".","."
