"","999
077","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","20","3.909","50.0","10.0",".",".",".",".",".","15.0","",".",".","",".","5.0","15.0",".","5.0","."
"HISTORY
448","Dept. Total","2901","3.392","32.9","26.7","17.0","5.7","3.5","0.8","1.0","8.6","",".","0.5","",".","1.0","1.2","0.7","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","454","3.232","22.0","35.0","26.4","7.9","5.1","1.5","1.1",".","",".",".","",".",".","0.7","0.2",".","."
"Sophomore","","561","3.342","32.3","30.5","22.3","8.0","4.6","0.4","1.2",".","",".",".","",".",".","0.7",".",".","."
"Junior","","599","3.396","35.6","31.1","19.4","6.3","4.2","1.5","0.7",".","",".",".","",".",".","1.2","0.2",".","."
"Senior","","775","3.450","40.8","29.0","16.3","5.3","3.4","0.8","1.2","0.8","",".",".","",".","0.9","1.3","0.3","0.1","."
"Undergraduates","","2389","3.366","33.9","31.0","20.4","6.7","4.2","1.0","1.0","0.3","",".",".","",".","0.3","1.0","0.2","0.0","."
"Special","","262","3.367","9.5","5.0","1.5","1.5","0.4",".","1.1","68.3","",".","1.1","",".",".",".","6.1","5.3","."
"Graduate","","248","3.922","47.6","8.5",".",".",".",".",".","25.8","",".","4.8","",".","8.5","4.4",".","0.4","."
"Prof Yr 1","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2901","3.392","32.9","26.7","17.0","5.7","3.5","0.8","1.0","8.6","",".","0.5","",".","1.0","1.2","0.7","0.6","."
