"L&S","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"GEN&WS
Dept. Total
963","1065","3.526","43.0","29.9","14.7","6.2","1.9","0.1","0.7","0.2","",".","1.4","",".","0.2","1.7",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","34","2.981","5.9","23.5","29.4","8.8","5.9",".","2.9",".","",".","23.5","",".",".",".",".",".","."
"Sophomore","176","3.313","23.3","38.6","17.6","14.2","2.3","0.6","0.6",".","",".","2.3","",".",".","0.6",".",".","."
"Junior","334","3.477","36.8","33.2","18.9","4.5","2.4",".","0.9",".","",".","0.9","",".",".","2.4",".",".","."
"Senior","459","3.667","57.1","24.8","10.9","4.6","0.9",".","0.2",".","",".",".","",".","0.2","1.3",".",".","."
"Undergraduates","1003","3.523","42.7","30.0","15.4","6.4","1.8","0.1","0.6",".","",".","1.5","",".","0.1","1.5",".",".","."
"Special","18","3.033","16.7","33.3","11.1","5.6","11.1",".","5.6","5.6","",".",".","",".",".","5.6",".","5.6","."
"Graduate","44","3.791","61.4","25.0","2.3","2.3",".",".",".","2.3","",".",".","",".","2.3","4.5",".",".","."
"Dept. Total","1065","3.526","43.0","29.9","14.7","6.2","1.9","0.1","0.7","0.2","",".","1.4","",".","0.2","1.7",".","0.1","."
