"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","278","3.477","45.3","19.4","15.5","5.4","4.0","",".","1.4","2.9","",".",".","",".","0.4","4.3","1.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.608","54.5","18.2","22.7","4.5",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","46","3.593","54.3","21.7","8.7","10.9","2.2","",".",".",".","",".",".","",".",".","2.2",".",".","."
"Junior","","59","3.421","39.0","27.1","15.3","5.1","1.7","",".","3.4",".","",".",".","",".",".","5.1","3.4",".","."
"Senior","","108","3.367","35.2","20.4","23.1","5.6","7.4","",".","0.9",".","",".",".","",".",".","6.5","0.9",".","."
"Undergraduates","","235","3.452","41.7","22.1","18.3","6.4","4.3","",".","1.3",".","",".",".","",".",".","4.7","1.3",".","."
"Special","","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","39","3.953","69.2","5.1",".",".",".","",".",".","17.9","",".",".","",".","2.6","2.6",".","2.6","."
"","Dept. Total","278","3.477","45.3","19.4","15.5","5.4","4.0","",".","1.4","2.9","",".",".","",".","0.4","4.3","1.1","0.4","."
