"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","101","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","041","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","53","3.980","96.2",".","1.9",".",".",".",".",".",".",".",".",".",".",".","1.9","."
"375
Special Topics","001","","20","3.395","45.0","5.0","30.0","10.0","5.0",".",".",".",".",".",".",".",".",".","5.0","."
"501","001","","512","3.101","27.9","13.7","29.1","9.0","18.6","0.6","0.2",".",".",".",".",".","0.6",".","0.4","."
"501","002","","272","2.890","21.3","10.3","27.9","11.4","24.6","1.8","1.1",".",".",".",".",".","1.1",".","0.4","."
"Introduction-Biochemistry","Course Total","","784","3.028","25.6","12.5","28.7","9.8","20.7","1.0","0.5",".",".",".",".",".","0.8",".","0.4","."
"507
General Biochemistry I","001","","183","2.969","26.2","12.0","17.5","20.2","16.9","3.3","0.5","0.5",".",".",".",".","2.2",".","0.5","."
"510
Biochm Prin-Human&Anml Nutr","001","","27","3.148","14.8","48.1","14.8","11.1","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","41","3.413","22.0","41.5","31.7",".","2.4",".",".",".",".",".",".",".",".",".","2.4","."
"612
Prokaryotic Molecular Biol","001","","19","3.263","26.3","31.6","26.3",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","44","3.202","11.4","15.9","68.2",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"651
Biochemical Methods","001","","91","3.390","35.2","30.8","19.8","5.5","8.8",".",".",".",".",".",".",".",".",".",".","."
"660
Methods in Biochemistry","001","","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","","Page 13 of 421"
