"","990
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
043","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","45","",".",".",".",".",".",".",".","82.2","4.4",".","",".","13.3",".",".",".","."
"COM ARTS
250","Dept. Total","3666","3.211","19.0","32.6","26.8","9.7","4.9","1.5","1.0","3.2","0.1","0.1","",".","0.2","0.7","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","835","3.310","16.4","42.6","30.7","7.8","1.6","0.4","0.4",".",".",".","",".",".","0.2",".",".","."
"Sophomore","","816","3.112","14.5","32.5","30.1","12.0","6.9","2.2","1.1",".",".",".","",".",".","0.5","0.2",".","."
"Junior","","838","3.060","14.9","30.2","29.4","11.9","7.3","2.6","2.1",".",".","0.2","",".",".","0.6","0.7",".","."
"Senior","","945","3.285","25.5","32.6","23.7","9.6","5.2","1.2","0.6","0.3",".","0.3","",".",".","0.7","0.2",".","."
"Undergraduates","","3434","3.195","18.1","34.4","28.3","10.3","5.2","1.6","1.0","0.1",".","0.1","",".",".","0.5","0.3",".","."
"Special","","28","3.392","25.0","14.3","17.9","7.1","3.6",".",".","17.9",".",".","",".",".",".","7.1","7.1","."
"Graduate","","204","3.881","32.8","4.4","2.5",".",".",".",".","52.9","1.0",".","",".","2.9","3.4",".",".","."
"","Dept. Total","3666","3.211","19.0","32.6","26.8","9.7","4.9","1.5","1.0","3.2","0.1","0.1","",".","0.2","0.7","0.3","0.1","."
