"","999
069","8","1.167",".","12.5",".",".",".",".","12.5",".",".",".",".","","75.0",".",".",".","."
"","999
073","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","26","3.848","53.8","3.8",".",".",".",".","3.8","7.7",".",".","",".","23.1","7.7",".",".","."
"CIV ENGR
240","Dept. Total","1538","3.470","44.6","17.3","17.8","4.9","3.9","0.5","0.3","7.5","0.1","0.1","",".","2.5","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","28","3.584","67.9","3.6","17.9",".","10.7",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","201","3.328","35.8","21.4","27.9","7.0","7.0","0.5","0.5",".",".",".","",".",".",".",".",".","."
"Senior","","867","3.452","48.0","19.6","21.0","6.0","3.8","0.7","0.3",".",".",".","",".",".","0.6",".",".","."
"Undergraduates","","1098","3.434","46.4","19.5","22.1","6.0","4.6","0.6","0.4",".",".",".","",".",".","0.5",".",".","."
"Special","","54","3.280","37.0","16.7","18.5","7.4","11.1",".",".","7.4",".",".","",".",".","1.9",".",".","."
"Graduate","","386","3.705","40.7","11.1","5.2","1.3","1.0",".","0.3","28.8","0.5","0.3","",".","9.8","1.0",".",".","."
"","Dept. Total","1538","3.470","44.6","17.3","17.8","4.9","3.9","0.5","0.3","7.5","0.1","0.1","",".","2.5","0.7",".",".","."
