"EGR","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","772","3.553","40.3","27.2","11.3","2.8","0.8","0.4","",".","8.2","",".","5.4","0.3","3.0","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Sophomore","","29","3.781","58.6","34.5","6.9",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","123","3.476","48.8","24.4","17.9","4.9","0.8",".","",".",".","",".","3.3",".",".",".",".",".","."
"Senior","","469","3.538","42.6","32.4","11.5","3.2","1.1","0.6","",".",".","",".","7.9","0.4",".","0.2",".",".","."
"Undergraduates","","622","3.536","44.7","30.9","12.5","3.4","1.0","0.5","",".",".","",".","6.6","0.3",".","0.2",".",".","."
"Special","","6","3.750","16.7","16.7",".",".",".",".","",".","66.7","",".",".",".",".",".",".",".","."
"Graduate","","164","3.672","18.9","10.4","5.5","0.6",".",".","",".","35.4","",".","14.6",".","13.4","0.6",".","0.6","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","","",".",".","50.0",".",".",".","."
"Professionals","","3","***","","","","","","","","","","","",".",".","33.3",".",".",".","."
"","Dept. Total","795","3.553","39.1","26.4","10.9","2.8","0.8","0.4","",".","7.9","",".","8.2","0.3","2.9","0.3",".","0.1","."
