"","999
092","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
097","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","15","4.000","80.0",".",".",".",".",".",".","6.7",".",".","",".","13.3",".",".",".","."
"E C E
320","Dept. Total","3082","3.353","40.4","18.1","18.6","7.2","5.2","0.9","1.0","4.6","0.0","0.5","",".","2.8","0.6","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","3.067","25.0","21.2","19.2","23.1","5.8","5.8",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","222","3.390","53.6","18.0","13.5","5.0","5.9","0.9","3.2",".",".",".","",".",".",".",".",".","."
"Junior","","681","3.305","43.3","17.6","23.2","9.5","4.6","0.7","1.0",".",".",".","",".",".",".",".",".","."
"Senior","","1402","3.271","38.4","20.5","22.4","8.4","7.3","1.2","1.1",".",".",".","",".",".","0.6",".",".","."
"Undergraduates","","2357","3.286","41.0","19.5","21.7","8.7","6.4","1.1","1.2",".",".",".","",".",".","0.3",".",".","."
"Special","","91","3.274","34.1","19.8","22.0","8.8","8.8",".","1.1","1.1",".",".","",".",".","3.3","1.1",".","."
"Graduate","","706","3.721","35.1","11.3","5.7","1.0","0.4","0.1","0.1","20.0","0.1","11.9","",".","12.2","1.1","0.1",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3155","3.353","39.5","17.7","18.1","7.0","5.1","0.9","1.0","4.5","0.0","2.7","",".","2.7","0.6","0.1",".","."
