"","990
040","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","46","",".",".",".",".",".",".","",".","89.1","",".",".","",".","8.7","2.2",".",".","."
"HORT
476","Dept. Total","381","3.451","45.7","16.5","10.5","5.2","5.0","0.8","",".","12.3","",".",".","",".","1.3","2.4",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.385","33.3","40.0","10.0","10.0","6.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","38","3.407","34.2","34.2","21.1","5.3","5.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","66","3.306","42.4","19.7","13.6","13.6","6.1","1.5","",".",".","",".",".","",".",".","3.0",".",".","."
"Senior","","128","3.413","50.0","17.2","12.5","4.7","8.6","1.6","",".","0.8","",".",".","",".","0.8","3.9",".",".","."
"Undergraduates","","262","3.381","43.9","22.9","13.7","7.6","7.3","1.1","",".","0.4","",".",".","",".","0.4","2.7",".",".","."
"Special","","6","",".",".",".",".",".",".","",".","83.3","",".",".","",".",".",".",".","16.7","."
"Graduate","","113","3.826","52.2","2.7","3.5",".",".",".","",".","36.3","",".",".","",".","3.5","1.8",".",".","."
"","Dept. Total","381","3.451","45.7","16.5","10.5","5.2","5.0","0.8","",".","12.3","",".",".","",".","1.3","2.4",".","0.3","."
