"Leadership and Problem Solving","301
001","13","3.692","92.3",".",".",".",".","",".","7.7",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 3A","310
001","13","3.692","92.3",".",".",".",".","",".","7.7",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Management","401
001","19","4.000","100.0",".",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 4A","410
001","21","4.000","100.0",".",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"MIL SCI
644","Dept. Total","164","3.868","91.5","3.7","1.8","0.6","1.2","",".","1.2","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.781","73.3","20.0","3.3","3.3",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.847","93.3",".","2.2",".","4.4","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","33","3.750","93.9",".",".",".",".","",".","6.1","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","45","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","153","3.863","91.5","3.9","1.3","0.7","1.3","",".","1.3","",".","",".",".","",".","",".","",".",".",".","."
"Special","","9","3.917","88.9",".","11.1",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","164","3.868","91.5","3.7","1.8","0.6","1.2","",".","1.2","",".","",".",".","",".","",".","",".",".",".","."
