"Topics in Medieval Art","415
001
2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","427
001
1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Old English","520
001
1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"French Lit-14 & 15 C","704
001
1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","7
Dept. Total","3.525","28.6","28.6","28.6","",".","",".","",".","",".","",".","",".",".",".",".",".",".","14.3","."
"Summary by Level","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","","","","","","","",".",".",".",".",".","100.0","."
"Sophomore","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Junior","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","6","3.529","33.3","16.7","33.3","",".","",".","",".","",".","",".","",".",".",".",".",".",".","16.7","."
"Graduate","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
7","3.525","28.6","28.6","28.6","",".","",".","",".","",".","",".","",".",".",".",".",".",".","14.3","."
