"FOOD SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"299","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","4.000","84.6",".",".",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"301
Intro to Sci & Technol of Food","001","","43","3.081","18.6","23.3","32.6","11.6","11.6","2.3",".",".",".",".",".",".",".",".",".","."
"324","003","","19","3.053","26.3","31.6",".","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"324","004","","15","3.000","20.0","26.7","20.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"Food Microbiology Laboratory","Course Total","","34","3.029","23.5","29.4","8.8","17.6","14.7","5.9",".",".",".",".",".",".",".",".",".","."
"325
Food Microbiology","001","","58","3.172","27.6","19.0","29.3","8.6","15.5",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"410
Food Chemistry","001","","54","3.047","22.2","20.4","24.1","14.8","13.0","3.7",".","1.9",".",".",".",".",".",".",".","."
"437
Food Service Operations","001","","50","3.479","26.0","50.0","10.0","10.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"438","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"438","002","","11","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"438","003","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food Service Operations Lab","Course Total","","50","4.000","96.0",".",".",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"440
Principles of Food Engr","001","","46","3.163","39.1","13.0","26.1","6.5","6.5","6.5","2.2",".",".",".",".",".",".",".",".","."
"515
Commercial Meat Processing","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"532
Integrated Food Manufacturing","001","","52","2.875","13.5","7.7","48.1","5.8","23.1","1.9",".",".",".",".",".",".",".",".",".","."
"535
Confectionery Science&Technlgy","001","","18","3.382","33.3","22.2","27.8","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"602
Senior Project","001","","40","3.784","62.5","22.5","5.0","2.5",".",".",".",".",".",".",".",".","7.5",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","8","4.000","62.5",".",".",".",".",".",".","12.5",".",".",".",".","25.0",".",".","."
"710
Chem of the Food Lipids","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Practicum-Food Sci Teaching","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Seminar Advanced","001","","33","3.563","9.1","9.1","6.1",".",".",".",".","75.8",".",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
