"","990
087","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
095","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","49.0","",".",".","",".","51.0",".",".",".","."
"MICROBIO
192","Dept. Total","1593","3.216","36.8","15.3","25.9","6.3","9.1","1.8","0.7","1.9","",".",".","",".","1.8","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.909","90.9",".","9.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","128","3.116","25.8","25.8","22.7","9.4","15.6",".","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","433","3.113","31.9","17.6","28.2","8.5","10.4","1.6","1.4",".","",".",".","",".",".","0.5",".",".","."
"Senior","","820","3.229","36.8","15.5","29.1","6.0","9.1","2.4","0.5",".","",".",".","",".","0.2","0.2",".",".","."
"Undergraduates","","1392","3.184","34.7","17.0","28.1","7.0","10.1","1.9","0.8",".","",".",".","",".","0.1","0.3",".",".","."
"Special","","35","3.035","25.7","14.3","28.6","5.7","11.4","5.7",".","5.7","",".",".","",".",".",".","2.9",".","."
"Graduate","","164","3.776","56.7","1.8","7.3","0.6","0.6",".",".","17.1","",".",".","",".","15.9",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1593","3.216","36.8","15.3","25.9","6.3","9.1","1.8","0.7","1.9","",".",".","",".","1.8","0.3","0.1",".","."
