"","999
004","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
006","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
007","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ECON
296","Dept. Total","5164","3.120","26.1","21.3","25.1","14.4","8.6","2.1","0.9","0.7","0.0","0.1","",".","0.1","0.4","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","711","3.144","21.1","22.2","31.1","17.9","6.5","1.0","0.1",".",".",".","",".",".","0.1",".",".","."
"Sophomore","","1137","3.049","21.9","20.8","25.4","16.4","11.5","3.2","0.4",".",".",".","",".",".","0.1","0.2",".","."
"Junior","","1103","2.963","17.8","21.1","26.1","17.4","12.2","3.3","1.5","0.1",".",".","",".",".","0.4","0.2",".","."
"Senior","","1284","3.033","22.1","18.9","27.3","16.9","9.7","2.3","1.6","0.1","0.1","0.2","",".",".","0.5","0.2","0.1","."
"Undergraduates","","4235","3.038","20.8","20.6","27.1","17.1","10.3","2.6","1.0","0.0","0.0","0.1","",".",".","0.3","0.2","0.0","."
"Special","","120","3.332","37.5","21.7","15.8","9.2","3.3","0.8","2.5","1.7",".",".","",".",".","0.8","1.7","5.0","."
"Graduate","","809","3.674","52.2","24.8","15.6","1.0","0.6",".",".","4.2",".",".","",".","0.6","1.0",".",".","."
"","Dept. Total","5164","3.120","26.1","21.3","25.1","14.4","8.6","2.1","0.9","0.7","0.0","0.1","",".","0.1","0.4","0.2","0.1","."
